id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1545938039058604032,1545937935606116352,2022-07-10 09:08:45 WITA,2022-07-10,09:08:45,+0800,80323736,ridwankamil,Ridwan Kamil,,Semoga Qurban dan segala pengorbanan kita semua ini diterima Allah SWT sebagai pahala yang menyelamatkan kita di akhir waktu kelak.  Kami haturkan mohon maaf lahir dan bathin juga.  Hatur nuhun.  https://t.co/BF9obneb2P,in,[],[],[],10,29,481,[],[],https://twitter.com/ridwankamil/status/1545938039058604032,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1545937940370829312/pu/img/F4hxBPrML-5lpLsA.jpg,,,,,,,[],,,,
1545937935606116352,1545937935606116352,2022-07-10 09:08:20 WITA,2022-07-10,09:08:20,+0800,80323736,ridwankamil,Ridwan Kamil,,"Alhamdulillah, semua proses badal haji atau menghajikan atas nama Eril sudah kami tunaikan. Dari niat sampai proses wajib rukun dan sunnahnya.  Semoga menjadi Haji Mabrur.  SELAMAT IDUL ADHA 1443 H, juga kami haturkan kepada umat Islam yang merayakan. Mohon maaf lahir batin.  https://t.co/cnk7kA0XQy",in,[],[],[],31,73,1091,[],[],https://twitter.com/ridwankamil/status/1545937935606116352,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1545937828747816960/pu/img/blTqbsiS5nkQ1MnB.jpg,,,,,,,[],,,,
1545371884703072256,1545371884703072256,2022-07-08 19:39:03 WITA,2022-07-08,19:39:03,+0800,80323736,ridwankamil,Ridwan Kamil,,"Suasana Indonesia di Tanah Suci.  Ketika mengecek kondisi para jamaah, ternyata serasa di kampung sendiri, saat di Mekkah berjumpa dengan yang dirindukan melebihi ke istri sendiri yaitu the one and only: BALA-BALA.   #JabarJuara #IndonesiaJuara  https://t.co/i9veC88CjL",in,[],[],[],94,148,2207,"['jabarjuara', 'indonesiajuara']",[],https://twitter.com/ridwankamil/status/1545371884703072256,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1545371586471276544/pu/img/H6Ng07K_D6LOXiN7.jpg,,,,,,,[],,,,
1544966777628925952,1544966764001640449,2022-07-07 16:49:18 WITA,2022-07-07,16:49:18,+0800,80323736,ridwankamil,Ridwan Kamil,,"Insya Allah, pulang ke tanah air tetap dengan predikat Hajjah yang menyempurnakan rukun islam ke-5 nya.  Bersyukurlah saat mendapat keberkahan. Bersabarlah sat mendapat kemusibahan. Berikhtiarlah saat kita mengejar tujuan Berdoalah saat kita meminta perlindungan.  https://t.co/5S37TPnuo6",in,[],[],['https://pbs.twimg.com/media/FXDTF6EaQAAgt6x.jpg'],9,23,581,[],[],https://twitter.com/ridwankamil/status/1544966777628925952,False,,1,https://pbs.twimg.com/media/FXDTF6EaQAAgt6x.jpg,,,,,,,[],,,,
1544966767956869120,1544966764001640449,2022-07-07 16:49:16 WITA,2022-07-07,16:49:16,+0800,80323736,ridwankamil,Ridwan Kamil,,"Untungnya, Islam memberikan kemudahan atau rukhsah kepada mereka yang berhalangan. Tim Haji Jawa Barat sudah mengantisipasi hal-hal ini, dengan menyiapkan personel pengganti Ibu Winingsih dengan syariat yang disebut Badal Haji atau dihajikan.",in,[],[],[],4,10,368,[],[],https://twitter.com/ridwankamil/status/1544966767956869120,False,,0,,,,,,,,[],,,,
1544966764001640449,1544966764001640449,2022-07-07 16:49:15 WITA,2022-07-07,16:49:15,+0800,80323736,ridwankamil,Ridwan Kamil,,"Menyemangati Ibu Winingsih, salah satu jemaah Haji asal Subang Jawa Barat yg sedang mendapat ujian. Saya jenguk &amp; semangati semalam.   Beliau sakit terkena stroke saat di tanah suci yg membuatnya tidak mampu bergerak sehingga tidak bisa melaksanakan lanjutan ritual ibadah haji.  https://t.co/exIEit1FVr",in,[],[],[],48,145,2132,[],[],https://twitter.com/ridwankamil/status/1544966764001640449,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1544966702899015682/pu/img/kcfsL0EL6PcrgnTE.jpg,,,,,,,[],,,,
1544532894215176193,1544532691479330816,2022-07-06 12:05:12 WITA,2022-07-06,12:05:12,+0800,80323736,ridwankamil,Ridwan Kamil,,"Memahami betapa susahnya mendapatkan kesempatan berhaji walau usia, dana dan raga sangat siap, oleh karena itu saya doakan agar semua yang berniat, Allah mudahkan dan kabulkan cita-citanya berhaji di tanah suci secepatnya.  Aamiin.",in,[],[],[],32,39,514,[],[],https://twitter.com/ridwankamil/status/1544532894215176193,False,,0,,,,,,,,[],,,,
1544532890561970176,1544532691479330816,2022-07-06 12:05:11 WITA,2022-07-06,12:05:11,+0800,80323736,ridwankamil,Ridwan Kamil,,"Kemarin inspeksi, menyapa, menyemangati dan mendoakan para jamaah Haji agar semua tetap sehat, fokus pada ibadah, sehingga pergi pulang selamat dengan gelar Haji Mabrur.  https://t.co/typlm4MWjF",in,[],[],[],11,18,533,[],[],https://twitter.com/ridwankamil/status/1544532890561970176,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1544532703563100160/pu/img/xa098nvf_uj_EjmT.jpg,,,,,,,[],,,,
1544532694893469696,1544532691479330816,2022-07-06 12:04:25 WITA,2022-07-06,12:04:25,+0800,80323736,ridwankamil,Ridwan Kamil,,"2. Sistem organisasi yang lengkap, sehingga setiap masalah sekecil apapun ada tim khusus yang menangani.  3. Dapur/catering makanan khas Indonesia 3 kali sehari agar Jamaah merasa betah.  4. Kamar nyaman dan bersih untuk ber-3 atau ber-4.",in,[],[],[],1,13,174,[],[],https://twitter.com/ridwankamil/status/1544532694893469696,False,,0,,,,,,,,[],,,,
1544532691479330816,1544532691479330816,2022-07-06 12:04:24 WITA,2022-07-06,12:04:24,+0800,80323736,ridwankamil,Ridwan Kamil,,Aman nyaman terkendali.  Sistem pelayanan untuk jemaah Haji khususnya Jawa Barat sangat dimaksimalkan.  1. Ada klinik kesehatan di setiap hotel per sektor. Sehingga jemaah tidak usah gedor-gedor kamar dokter.  https://t.co/Kw1hSoQzXQ,in,[],[],[],46,110,1445,[],[],https://twitter.com/ridwankamil/status/1544532691479330816,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1544532523472285696/pu/img/VrYG2pIwHaD0qCXx.jpg,,,,,,,[],,,,
1543572774362693633,1543572770411679744,2022-07-03 20:30:02 WITA,2022-07-03,20:30:02,+0800,80323736,ridwankamil,Ridwan Kamil,,Mohon doanya dari semua agar diberi kelancaran dan seluruh jemaah haji Jawa Barat dan Indonesia lancar dan sehat selamat kembali ke tanah air sebagai Haji mabrur dan Hajjah mabrurah. Aamiin.  Hatur Nuhun.,in,[],[],[],152,58,1825,[],[],https://twitter.com/ridwankamil/status/1543572774362693633,False,,0,,,,,,,,[],,,,
1543572770411679744,1543572770411679744,2022-07-03 20:30:01 WITA,2022-07-03,20:30:01,+0800,80323736,ridwankamil,Ridwan Kamil,,"Berhaji atas nama Eril.  Besok Senin saya sbg Gubernur, akan pergi menunaikan tugas memimpin jemaah Haji Jabar yg berjumlah 17,000-an jemaah.  Di momen ini, saya akan berhaji atas nama almarhum Emmeril Kahn Mumtadz. Karenanya, tadi pagi ziarah, pamit dan berdoa di makam Eril.  https://t.co/TPJrwJXdG8",in,[],[],[],245,616,9394,[],[],https://twitter.com/ridwankamil/status/1543572770411679744,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1543572713180377088/pu/img/xFEBbLEnkTdAyCvP.jpg,,,,,,,[],,,,
1543223210128609280,1543223210128609280,2022-07-02 21:20:59 WITA,2022-07-02,21:20:59,+0800,80323736,ridwankamil,Ridwan Kamil,,"Progres Masjid Agung Jawa Barat. Diberi nama Masjid Al Jabbar. Doakan lancar setelah 2 tahun tertunda pandemi Covid.  Insya Allah, akhir tahun bisa selesai, bisa digunakan &amp; jadi kebanggaan masyarakat Jabar.  Hidup hanya sekali, jangan menua tanpa karya dan inspirasi. #JabarJuara  https://t.co/tqdXykPvno",in,[],[],[],102,156,2068,['jabarjuara'],[],https://twitter.com/ridwankamil/status/1543223210128609280,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1543223060396142593/pu/img/waCQDPvi6LPovThn.jpg,,,,,,,[],,,,
1543209005837078528,1543209005837078528,2022-07-02 20:24:33 WITA,2022-07-02,20:24:33,+0800,80323736,ridwankamil,Ridwan Kamil,,"PROGRES MASJID AGUNG JAWA BARAT, Diberi nama Masjid Al Jabbar. Doakan lancar setelah 2 tahun tertunda pandemi covid. Insya Allah, akhir tahun bisa selsai dan bisa digunakan dan menjadi kebanggaan masyarakat Jawa Barat. #jabarjuara #indonesiajuara  https://t.co/JTYxr7vShm",in,[],[],"['https://pbs.twimg.com/media/FWqUaCtaMAARD-d.jpg', 'https://pbs.twimg.com/media/FWqUaCkacAQi5zd.jpg', 'https://pbs.twimg.com/media/FWqUaCuakAEPcRY.jpg', 'https://pbs.twimg.com/media/FWqUaClaQAAI3xT.jpg']",75,129,1957,"['jabarjuara', 'indonesiajuara']",[],https://twitter.com/ridwankamil/status/1543209005837078528,False,,1,https://pbs.twimg.com/media/FWqUaCtaMAARD-d.jpg,,,,,,,[],,,,
1542813467312537601,1542813464653340673,2022-07-01 18:12:49 WITA,2022-07-01,18:12:49,+0800,80323736,ridwankamil,Ridwan Kamil,,"Kami kirimkan doa terbaik dan alfatihah.  Semoga ilmu, nasehat yang kami terima dan keteladanan almarhum Bpk Tjahjo Kumolo yang kami saksikan menjadi inspirasi bagi kita semua.   Aamiin.",in,[],[],[],12,7,215,[],[],https://twitter.com/ridwankamil/status/1542813467312537601,False,,0,,,,,,,,[],,,,
1542802954331488257,1542802954331488257,2022-07-01 17:31:02 WITA,2022-07-01,17:31:02,+0800,80323736,ridwankamil,Ridwan Kamil,,"Innailaihi wa inna lillahi rajiun. Pemprov Jawa Barat Beserta Jajaran mengucapkan turut berduka cita sedalam-dalamnya atas berpulangnya Bapak @tjahjo_kumolo Menteri PAN RB RI. Semoga diterima iman islamnya, keluarga yg ditinggalkan diberikan ketabahan &amp; kekuatan. Aamiin.  https://t.co/tLCSJv02mh",in,"[{'screen_name': 'tjahjo_kumolo', 'name': 'tjahjo kumolo', 'id': '1312420542'}]",[],['https://pbs.twimg.com/media/FWkjGlhacAAXQs0.jpg'],43,191,979,[],[],https://twitter.com/ridwankamil/status/1542802954331488257,False,,1,https://pbs.twimg.com/media/FWkjGlhacAAXQs0.jpg,,,,,,,[],,,,
1542780792946163713,1542780774197653504,2022-07-01 16:02:59 WITA,2022-07-01,16:02:59,+0800,80323736,ridwankamil,Ridwan Kamil,,"Jika menemukan ada warga Jabar yang masih tinggal di tempat tidak layak, segera kontak @dinsosjabar atau @QrJabar.   Hatur Nuhun.  https://t.co/ueygSTUQiP",in,"[{'screen_name': 'dinsosjabar', 'name': 'dinas sosial jabar', 'id': '1448034451'}, {'screen_name': 'qrjabar', 'name': 'jabar quick response #untukkemanusiaan', 'id': '1041851669011550208'}]",[],"['https://pbs.twimg.com/media/FWkO8daWAAEsbaX.jpg', 'https://pbs.twimg.com/media/FWkO8dZWAAAh2nY.jpg', 'https://pbs.twimg.com/media/FWkO8e0XoAEZNdb.jpg', 'https://pbs.twimg.com/media/FWkO8hsXgAEMN5L.jpg']",15,35,535,[],[],https://twitter.com/ridwankamil/status/1542780792946163713,False,,1,https://pbs.twimg.com/media/FWkO8daWAAEsbaX.jpg,,,,,,,[],,,,
1542780774197653504,1542780774197653504,2022-07-01 16:02:54 WITA,2022-07-01,16:02:54,+0800,80323736,ridwankamil,Ridwan Kamil,,"Bu Ami dilamar Ridwan Kamil?  Tentu bukan. Itu hadiah dari kami utk Bu Ami berbentuk cincin sesuai keinginannya, selain rumahnya yg dulu bilik reyot beralas tanah skrg sudah kami bangun ulang. Beliau sebatang kara, mengandalkan hidup dgn berdagang minuman sachet.  #JabarJuara  https://t.co/5D0yd6HrKd",in,[],[],[],54,81,1070,['jabarjuara'],[],https://twitter.com/ridwankamil/status/1542780774197653504,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1542780610283978752/pu/img/iimv9WthLZP3yGWR.jpg,,,,,,,[],,,,
1542764859615776768,1542764859615776768,2022-07-01 14:59:40 WITA,2022-07-01,14:59:40,+0800,80323736,ridwankamil,Ridwan Kamil,,"Paginya saya melepas terlebih dahulu kontingen Jabar untuk mengikuti Festival Olahraga Rekreasi Masyarakat di Palembang, dengan pesan agar tim Jabar harus Juara secara sportif dan profesional.  Mari semangat membangun masa depan yg lebih maju.  #JabarJuara #IndonesiaJuara  https://t.co/mhiPQSCiR3",in,[],[],[],12,16,282,"['jabarjuara', 'indonesiajuara']",[],https://twitter.com/ridwankamil/status/1542764859615776768,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1542764742800187392/pu/img/js_1XYLQKp8yrfo2.jpg,,,,,,,[],,,,
1542764434703417344,1542764434703417344,2022-07-01 14:57:59 WITA,2022-07-01,14:57:59,+0800,80323736,ridwankamil,Ridwan Kamil,,"Jutaan bakau atau mangrove akan ditanam di sepanjang pantai utara Jabar. Upaya dimulai di Kab. Subang, sbg upaya alami mempertahankan daratan yang hilang oleh abrasi air laut akibat disrupsi pemanasan global.  #JabarJuara #IndonesiaJuara  https://t.co/sqtj4jey1B",in,[],[],[],17,27,426,"['jabarjuara', 'indonesiajuara']",[],https://twitter.com/ridwankamil/status/1542764434703417344,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1542764274770399232/pu/img/bcrcskhJ56Dolz3t.jpg,,,,,,,[],,,,
1542439116801179648,1542439116801179648,2022-06-30 17:25:17 WITA,2022-06-30,17:25:17,+0800,80323736,ridwankamil,Ridwan Kamil,,"Desa tempat kamu tinggal punya potensi di bidang pertanian atau perikanan? Apapun potensinya,yuk daftarkan desa kalian di #SayembaraDesaDigital Program ini diharapkan dapat memperluas &amp; meningkatkan desa mandiri di Jabar. Buruan daftar! Lengkapnya cek  https://t.co/AzQ1dtCw5w ya!  https://t.co/dvOtLpy0AP",in,[],['http://desadigital.jabarprov.go.id'],"['https://pbs.twimg.com/media/FWfYMubaAAAt-XR.jpg', 'https://pbs.twimg.com/media/FWfYMuWacAANkVM.jpg', 'https://pbs.twimg.com/media/FWfYMuXaQAIQ3kR.jpg', 'https://pbs.twimg.com/media/FWfYMuZakAApreS.jpg']",33,52,574,['sayembaradesadigital'],[],https://twitter.com/ridwankamil/status/1542439116801179648,False,,1,https://pbs.twimg.com/media/FWfYMubaAAAt-XR.jpg,,,,,,,[],,,,
1542380709662593024,1542380709662593024,2022-06-30 13:33:11 WITA,2022-06-30,13:33:11,+0800,80323736,ridwankamil,Ridwan Kamil,,Melepas Kontingen Jabar ke Festival Olahraga Rekreasi Masyarakat Nasional VI 2021 (FORNAS VI) Sumatera Selatan 2022. Semoga dapat membawa nama baik Jabar dari segala aspek dengan tetap memancarkan sifat asli orang Jabar yg someah hade ka semah. #JabarJuara #IndonesiaJuara -admin-  https://t.co/tqqHES4CBi,in,[],[],"['https://pbs.twimg.com/media/FWejEkGaIAAWQHA.jpg', 'https://pbs.twimg.com/media/FWejEkGaUAEEsXy.jpg', 'https://pbs.twimg.com/media/FWejEj8aAAAnv2o.jpg', 'https://pbs.twimg.com/media/FWejEj8aQAIFTww.jpg']",8,28,471,"['jabarjuara', 'indonesiajuara']",[],https://twitter.com/ridwankamil/status/1542380709662593024,False,,1,https://pbs.twimg.com/media/FWejEkGaIAAWQHA.jpg,,,,,,,[],,,,
1542100407484559360,1542100407484559360,2022-06-29 18:59:22 WITA,2022-06-29,18:59:22,+0800,80323736,ridwankamil,Ridwan Kamil,,"Keseruan tadi pagi, dalam pembukaan kejuaraan tenis meja nasional Adhyaksa Open 2022. Menjadi atlet dadakan, walau kalah dari pasangan Asep M Mulyana dengan skor 11-9 &amp; 11-5, tetapi sportivitas harus tetap di junjung tinggi. Wilujeng Pak Asep! #JabarJuara #IndonesiaJuara -admin-  https://t.co/AqsrhOi1il",in,[],[],"['https://pbs.twimg.com/media/FWakJSbakAAms1g.jpg', 'https://pbs.twimg.com/media/FWakJSeacAA_g5b.jpg', 'https://pbs.twimg.com/media/FWakJSbaMAApNNw.jpg', 'https://pbs.twimg.com/media/FWakJScaMAAEssT.jpg']",27,34,970,"['jabarjuara', 'indonesiajuara']",[],https://twitter.com/ridwankamil/status/1542100407484559360,False,,1,https://pbs.twimg.com/media/FWakJSbakAAms1g.jpg,,,,,,,[],,,,
1541696950869032960,1541696950869032960,2022-06-28 16:16:11 WITA,2022-06-28,16:16:11,+0800,80323736,ridwankamil,Ridwan Kamil,,"Buat para pengusaha muda, ikuti Lomba Wirausaha Muda Berprestasi Jawa Barat 2022 ✨ Pendaftaran dibuka mulai dari 20 Juni - 20 Juli 2022. Hayuk, segera daftarkan diri ke  https://t.co/jQlaPLKXO3 😉  @disporajabar  #JabarJuara #PemudaJuara #WirausahaMudaJabar  https://t.co/E2XTHxrliE",in,"[{'screen_name': 'disporajabar', 'name': 'dispora jabar juara', 'id': '1964180647'}]",['http://bit.ly/wmpjuara2022'],['https://pbs.twimg.com/media/FWU1M19aIAI3Qzl.jpg'],21,28,283,"['jabarjuara', 'pemudajuara', 'wirausahamudajabar']",[],https://twitter.com/ridwankamil/status/1541696950869032960,False,,1,https://pbs.twimg.com/media/FWU1M19aIAI3Qzl.jpg,,,,,,,[],,,,
1541691251149656064,1541691251149656064,2022-06-28 15:53:32 WITA,2022-06-28,15:53:32,+0800,80323736,ridwankamil,Ridwan Kamil,,"Bersama Ketua Tim Penggerak PKK Jabar @ata_lia ,menghadiri acara Hari Kesatuan Gerak PKK yg ke 50 tahun.Tema yg diangkat kali ini adalah berbakti untuk bangsa,berbagi untuk sesama.Semoga PKK di Indonesia semakin maju &amp; memberdayakan masyarakat. #JabarJuara #IndonesiaJuara -admin-  https://t.co/kcotJmkrCY",in,"[{'screen_name': 'ata_lia', 'name': 'atalia kamil', 'id': '187469400'}]",[],"['https://pbs.twimg.com/media/FWUwBAUaQAErcjr.jpg', 'https://pbs.twimg.com/media/FWUwBAWagAEISQd.jpg', 'https://pbs.twimg.com/media/FWUwBAWagAAEAvR.jpg', 'https://pbs.twimg.com/media/FWUwBAgacAE2yzE.jpg']",16,27,649,"['jabarjuara', 'indonesiajuara']",[],https://twitter.com/ridwankamil/status/1541691251149656064,False,,1,https://pbs.twimg.com/media/FWUwBAUaQAErcjr.jpg,,,,,,,[],,,,
