id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1539082896413458432,1539082896413458432,2022-06-21 11:08:51 WITA,2022-06-21,11:08:51,+0800,80323736,ridwankamil,Ridwan Kamil,,"Yth Ibu Asni di Lubuk Tongga, Sumatera Barat,  Doa dari kami sekeluarga di Bandung, semoga Allah SWT mengabulkan segala doa ibu. Semoga ananda Ikhsan segera ditemukan &amp; bisa bertemu lg dalam kondisi apapun yg terbaik yg Allah tetapkan.  Semoga Ibu selalu dikuatkan lahir batin.  https://t.co/svIFFrKVR4",in,[],[],['https://pbs.twimg.com/media/FVvrudbaIAADYre.jpg'],116,673,6231,[],[],https://twitter.com/ridwankamil/status/1539082896413458432,False,,1,https://pbs.twimg.com/media/FVvrudbaIAADYre.jpg,,,,,,,[],,,,
1538840796539105281,1538840796539105281,2022-06-20 19:06:50 WITA,2022-06-20,19:06:50,+0800,80323736,ridwankamil,Ridwan Kamil,,Bahagia rasanya di hari Senin ini memulai kegiatan dengan meresmikan Sumedang Creative Center. Gedung ini merupakan investasi jangka panjang untuk mewadahi kreativitas. Insyaallah hasilnya bisa dipanen di masa yg akan datang. #JabarJuara #IndonesiaJuara -admin-  https://t.co/EZIGtOn2lP,in,[],[],"['https://pbs.twimg.com/media/FVsPinkaUAAxL4i.jpg', 'https://pbs.twimg.com/media/FVsPin3agAAnsza.jpg', 'https://pbs.twimg.com/media/FVsPinlaMAETl-A.jpg', 'https://pbs.twimg.com/media/FVsPioUagAAhX77.jpg']",77,153,2787,"['jabarjuara', 'indonesiajuara']",[],https://twitter.com/ridwankamil/status/1538840796539105281,False,,1,https://pbs.twimg.com/media/FVsPinkaUAAxL4i.jpg,,,,,,,[],,,,
1538764941418561536,1538764941418561536,2022-06-20 14:05:25 WITA,2022-06-20,14:05:25,+0800,80323736,ridwankamil,Ridwan Kamil,,"Hari ini pengumuman hasil seleksi PPDB. Kalian bisa mengambil hasil pengumumannya ke sekolah tujuan (sekolah tempat mendaftar) atau bisa dilihat di website PPDB di  https://t.co/0C5raa3shc.  Semoga berhasil! ""Sekolah Merdeka Jabar Juara""!  https://t.co/vwFuDL0muj",in,[],['http://ppdb.disdik.jabarprov.go.id'],['https://pbs.twimg.com/media/FVrKjn_aQAA-4uN.jpg'],41,56,772,[],[],https://twitter.com/ridwankamil/status/1538764941418561536,False,,1,https://pbs.twimg.com/media/FVrKjn_aQAA-4uN.jpg,,,,,,,[],,,,
1538710865230577664,1538710865230577664,2022-06-20 10:30:32 WITA,2022-06-20,10:30:32,+0800,80323736,ridwankamil,Ridwan Kamil,,"Alhamdulillah makam Alm Ananda Eril, kemarin diziarahi dan didoakan oleh Habib Muhammad Lutfi bin Yahya.  Terima kasih juga kepada semua yang berkenan datang mendoakan.   Jazakallah.  https://t.co/7izLU8Oor9",in,[],[],[],339,1284,19699,[],[],https://twitter.com/ridwankamil/status/1538710865230577664,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1538710808242552833/pu/img/QhSa1ckGoFvUBZ2R.jpg,,,,,,,[],,,,
1538397905010454528,1538397905010454528,2022-06-19 13:46:57 WITA,2022-06-19,13:46:57,+0800,80323736,ridwankamil,Ridwan Kamil,,Selamat berhari Minggu.  Jangan lupa selalu bergembira dan berbahagia bersama mereka yang kita cinta.  Salam sehat untuk semua.  https://t.co/fz37qqmGpG,in,[],[],[],162,436,6917,[],[],https://twitter.com/ridwankamil/status/1538397905010454528,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1538397793475493890/pu/img/XMWjEHL6aK63tASM.jpg,,,,,,,[],,,,
1537970518808473600,1537970518808473600,2022-06-18 09:28:40 WITA,2022-06-18,09:28:40,+0800,80323736,ridwankamil,Ridwan Kamil,,Permainan tepuk tangan ini saya pelajari khusus agar bisa bonding dgn Zara saat kecil.  Jgn lupa selalu rayakan momen penting anak dgn cara sederhana agar mereka punya memori indah. Gak harus dgn mewah-mewah.  Selamat berakhir pekan. Belanjakan waktu dgn mereka yg mencintai kita.  https://t.co/1JIQS8cGf6,in,[],[],[],562,5337,33976,[],[],https://twitter.com/ridwankamil/status/1537970518808473600,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1537970425980137473/pu/img/djnScb0ZXZNq8JSH.jpg,,,,,,,[],,,,
1537415568676245504,1537406338082676736,2022-06-16 20:43:30 WITA,2022-06-16,20:43:30,+0800,80323736,ridwankamil,Ridwan Kamil,,@ulniania 🙏,und,[],[],[],5,3,278,[],[],https://twitter.com/ridwankamil/status/1537415568676245504,False,,0,,,,,,,,"[{'screen_name': 'ulniania', 'name': 'ulniania', 'id': '1240111751141736450'}]",,,,
1537406338082676736,1537406338082676736,2022-06-16 20:06:49 WITA,2022-06-16,20:06:49,+0800,80323736,ridwankamil,Ridwan Kamil,,"Menghadiri Wisuda Camillia Laetitia Azzahra di SMAN 3 Bandung, sekaligus berikan sambutan sebagai alumni yg masuk angkatan 1988 lulus 1990. Selamat &amp; sukses ! Terus kuasai perkembangan teknologi &amp; ekonomi digital, untuk masa depan cemerlang. #JabarJuara #IndonesiaJuara -admin-  https://t.co/yKGqbBWoO4",in,[],[],"['https://pbs.twimg.com/media/FVX26LSagAEuUYc.jpg', 'https://pbs.twimg.com/media/FVX26LTaQAAGpm7.jpg', 'https://pbs.twimg.com/media/FVX26LfacAArhYt.jpg', 'https://pbs.twimg.com/media/FVX26LdagAANvty.jpg']",345,1848,27827,"['jabarjuara', 'indonesiajuara']",[],https://twitter.com/ridwankamil/status/1537406338082676736,False,,1,https://pbs.twimg.com/media/FVX26LSagAEuUYc.jpg,,,,,,,[],,,,
1545938039058604032,1545937935606116352,2022-07-10 09:08:45 WITA,2022-07-10,09:08:45,+0800,80323736,ridwankamil,Ridwan Kamil,,Semoga Qurban dan segala pengorbanan kita semua ini diterima Allah SWT sebagai pahala yang menyelamatkan kita di akhir waktu kelak.  Kami haturkan mohon maaf lahir dan bathin juga.  Hatur nuhun.  https://t.co/BF9obneb2P,in,[],[],[],10,29,481,[],[],https://twitter.com/ridwankamil/status/1545938039058604032,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1545937940370829312/pu/img/F4hxBPrML-5lpLsA.jpg,,,,,,,[],,,,
1545937935606116352,1545937935606116352,2022-07-10 09:08:20 WITA,2022-07-10,09:08:20,+0800,80323736,ridwankamil,Ridwan Kamil,,"Alhamdulillah, semua proses badal haji atau menghajikan atas nama Eril sudah kami tunaikan. Dari niat sampai proses wajib rukun dan sunnahnya.  Semoga menjadi Haji Mabrur.  SELAMAT IDUL ADHA 1443 H, juga kami haturkan kepada umat Islam yang merayakan. Mohon maaf lahir batin.  https://t.co/cnk7kA0XQy",in,[],[],[],31,73,1092,[],[],https://twitter.com/ridwankamil/status/1545937935606116352,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1545937828747816960/pu/img/blTqbsiS5nkQ1MnB.jpg,,,,,,,[],,,,
1545371884703072256,1545371884703072256,2022-07-08 19:39:03 WITA,2022-07-08,19:39:03,+0800,80323736,ridwankamil,Ridwan Kamil,,"Suasana Indonesia di Tanah Suci.  Ketika mengecek kondisi para jamaah, ternyata serasa di kampung sendiri, saat di Mekkah berjumpa dengan yang dirindukan melebihi ke istri sendiri yaitu the one and only: BALA-BALA.   #JabarJuara #IndonesiaJuara  https://t.co/i9veC88CjL",in,[],[],[],94,148,2207,"['jabarjuara', 'indonesiajuara']",[],https://twitter.com/ridwankamil/status/1545371884703072256,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1545371586471276544/pu/img/H6Ng07K_D6LOXiN7.jpg,,,,,,,[],,,,
1544966777628925952,1544966764001640449,2022-07-07 16:49:18 WITA,2022-07-07,16:49:18,+0800,80323736,ridwankamil,Ridwan Kamil,,"Insya Allah, pulang ke tanah air tetap dengan predikat Hajjah yang menyempurnakan rukun islam ke-5 nya.  Bersyukurlah saat mendapat keberkahan. Bersabarlah sat mendapat kemusibahan. Berikhtiarlah saat kita mengejar tujuan Berdoalah saat kita meminta perlindungan.  https://t.co/5S37TPnuo6",in,[],[],['https://pbs.twimg.com/media/FXDTF6EaQAAgt6x.jpg'],9,23,581,[],[],https://twitter.com/ridwankamil/status/1544966777628925952,False,,1,https://pbs.twimg.com/media/FXDTF6EaQAAgt6x.jpg,,,,,,,[],,,,
1544966767956869120,1544966764001640449,2022-07-07 16:49:16 WITA,2022-07-07,16:49:16,+0800,80323736,ridwankamil,Ridwan Kamil,,"Untungnya, Islam memberikan kemudahan atau rukhsah kepada mereka yang berhalangan. Tim Haji Jawa Barat sudah mengantisipasi hal-hal ini, dengan menyiapkan personel pengganti Ibu Winingsih dengan syariat yang disebut Badal Haji atau dihajikan.",in,[],[],[],4,10,368,[],[],https://twitter.com/ridwankamil/status/1544966767956869120,False,,0,,,,,,,,[],,,,
1544966764001640449,1544966764001640449,2022-07-07 16:49:15 WITA,2022-07-07,16:49:15,+0800,80323736,ridwankamil,Ridwan Kamil,,"Menyemangati Ibu Winingsih, salah satu jemaah Haji asal Subang Jawa Barat yg sedang mendapat ujian. Saya jenguk &amp; semangati semalam.   Beliau sakit terkena stroke saat di tanah suci yg membuatnya tidak mampu bergerak sehingga tidak bisa melaksanakan lanjutan ritual ibadah haji.  https://t.co/exIEit1FVr",in,[],[],[],48,145,2132,[],[],https://twitter.com/ridwankamil/status/1544966764001640449,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1544966702899015682/pu/img/kcfsL0EL6PcrgnTE.jpg,,,,,,,[],,,,
1544532894215176193,1544532691479330816,2022-07-06 12:05:12 WITA,2022-07-06,12:05:12,+0800,80323736,ridwankamil,Ridwan Kamil,,"Memahami betapa susahnya mendapatkan kesempatan berhaji walau usia, dana dan raga sangat siap, oleh karena itu saya doakan agar semua yang berniat, Allah mudahkan dan kabulkan cita-citanya berhaji di tanah suci secepatnya.  Aamiin.",in,[],[],[],32,39,514,[],[],https://twitter.com/ridwankamil/status/1544532894215176193,False,,0,,,,,,,,[],,,,
1544532890561970176,1544532691479330816,2022-07-06 12:05:11 WITA,2022-07-06,12:05:11,+0800,80323736,ridwankamil,Ridwan Kamil,,"Kemarin inspeksi, menyapa, menyemangati dan mendoakan para jamaah Haji agar semua tetap sehat, fokus pada ibadah, sehingga pergi pulang selamat dengan gelar Haji Mabrur.  https://t.co/typlm4MWjF",in,[],[],[],11,18,533,[],[],https://twitter.com/ridwankamil/status/1544532890561970176,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1544532703563100160/pu/img/xa098nvf_uj_EjmT.jpg,,,,,,,[],,,,
1544532694893469696,1544532691479330816,2022-07-06 12:04:25 WITA,2022-07-06,12:04:25,+0800,80323736,ridwankamil,Ridwan Kamil,,"2. Sistem organisasi yang lengkap, sehingga setiap masalah sekecil apapun ada tim khusus yang menangani.  3. Dapur/catering makanan khas Indonesia 3 kali sehari agar Jamaah merasa betah.  4. Kamar nyaman dan bersih untuk ber-3 atau ber-4.",in,[],[],[],1,13,174,[],[],https://twitter.com/ridwankamil/status/1544532694893469696,False,,0,,,,,,,,[],,,,
1544532691479330816,1544532691479330816,2022-07-06 12:04:24 WITA,2022-07-06,12:04:24,+0800,80323736,ridwankamil,Ridwan Kamil,,Aman nyaman terkendali.  Sistem pelayanan untuk jemaah Haji khususnya Jawa Barat sangat dimaksimalkan.  1. Ada klinik kesehatan di setiap hotel per sektor. Sehingga jemaah tidak usah gedor-gedor kamar dokter.  https://t.co/Kw1hSoQzXQ,in,[],[],[],46,110,1446,[],[],https://twitter.com/ridwankamil/status/1544532691479330816,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1544532523472285696/pu/img/VrYG2pIwHaD0qCXx.jpg,,,,,,,[],,,,
1543572774362693633,1543572770411679744,2022-07-03 20:30:02 WITA,2022-07-03,20:30:02,+0800,80323736,ridwankamil,Ridwan Kamil,,Mohon doanya dari semua agar diberi kelancaran dan seluruh jemaah haji Jawa Barat dan Indonesia lancar dan sehat selamat kembali ke tanah air sebagai Haji mabrur dan Hajjah mabrurah. Aamiin.  Hatur Nuhun.,in,[],[],[],152,58,1825,[],[],https://twitter.com/ridwankamil/status/1543572774362693633,False,,0,,,,,,,,[],,,,
1543572770411679744,1543572770411679744,2022-07-03 20:30:01 WITA,2022-07-03,20:30:01,+0800,80323736,ridwankamil,Ridwan Kamil,,"Berhaji atas nama Eril.  Besok Senin saya sbg Gubernur, akan pergi menunaikan tugas memimpin jemaah Haji Jabar yg berjumlah 17,000-an jemaah.  Di momen ini, saya akan berhaji atas nama almarhum Emmeril Kahn Mumtadz. Karenanya, tadi pagi ziarah, pamit dan berdoa di makam Eril.  https://t.co/TPJrwJXdG8",in,[],[],[],245,616,9394,[],[],https://twitter.com/ridwankamil/status/1543572770411679744,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1543572713180377088/pu/img/xFEBbLEnkTdAyCvP.jpg,,,,,,,[],,,,
1543223210128609280,1543223210128609280,2022-07-02 21:20:59 WITA,2022-07-02,21:20:59,+0800,80323736,ridwankamil,Ridwan Kamil,,"Progres Masjid Agung Jawa Barat. Diberi nama Masjid Al Jabbar. Doakan lancar setelah 2 tahun tertunda pandemi Covid.  Insya Allah, akhir tahun bisa selesai, bisa digunakan &amp; jadi kebanggaan masyarakat Jabar.  Hidup hanya sekali, jangan menua tanpa karya dan inspirasi. #JabarJuara  https://t.co/tqdXykPvno",in,[],[],[],102,156,2067,['jabarjuara'],[],https://twitter.com/ridwankamil/status/1543223210128609280,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1543223060396142593/pu/img/waCQDPvi6LPovThn.jpg,,,,,,,[],,,,
1543209005837078528,1543209005837078528,2022-07-02 20:24:33 WITA,2022-07-02,20:24:33,+0800,80323736,ridwankamil,Ridwan Kamil,,"PROGRES MASJID AGUNG JAWA BARAT, Diberi nama Masjid Al Jabbar. Doakan lancar setelah 2 tahun tertunda pandemi covid. Insya Allah, akhir tahun bisa selsai dan bisa digunakan dan menjadi kebanggaan masyarakat Jawa Barat. #jabarjuara #indonesiajuara  https://t.co/JTYxr7vShm",in,[],[],"['https://pbs.twimg.com/media/FWqUaCtaMAARD-d.jpg', 'https://pbs.twimg.com/media/FWqUaCkacAQi5zd.jpg', 'https://pbs.twimg.com/media/FWqUaCuakAEPcRY.jpg', 'https://pbs.twimg.com/media/FWqUaClaQAAI3xT.jpg']",75,129,1957,"['jabarjuara', 'indonesiajuara']",[],https://twitter.com/ridwankamil/status/1543209005837078528,False,,1,https://pbs.twimg.com/media/FWqUaCtaMAARD-d.jpg,,,,,,,[],,,,
1542813467312537601,1542813464653340673,2022-07-01 18:12:49 WITA,2022-07-01,18:12:49,+0800,80323736,ridwankamil,Ridwan Kamil,,"Kami kirimkan doa terbaik dan alfatihah.  Semoga ilmu, nasehat yang kami terima dan keteladanan almarhum Bpk Tjahjo Kumolo yang kami saksikan menjadi inspirasi bagi kita semua.   Aamiin.",in,[],[],[],12,7,215,[],[],https://twitter.com/ridwankamil/status/1542813467312537601,False,,0,,,,,,,,[],,,,
1542802954331488257,1542802954331488257,2022-07-01 17:31:02 WITA,2022-07-01,17:31:02,+0800,80323736,ridwankamil,Ridwan Kamil,,"Innailaihi wa inna lillahi rajiun. Pemprov Jawa Barat Beserta Jajaran mengucapkan turut berduka cita sedalam-dalamnya atas berpulangnya Bapak @tjahjo_kumolo Menteri PAN RB RI. Semoga diterima iman islamnya, keluarga yg ditinggalkan diberikan ketabahan &amp; kekuatan. Aamiin.  https://t.co/tLCSJv02mh",in,"[{'screen_name': 'tjahjo_kumolo', 'name': 'tjahjo kumolo', 'id': '1312420542'}]",[],['https://pbs.twimg.com/media/FWkjGlhacAAXQs0.jpg'],43,191,979,[],[],https://twitter.com/ridwankamil/status/1542802954331488257,False,,1,https://pbs.twimg.com/media/FWkjGlhacAAXQs0.jpg,,,,,,,[],,,,
1542780792946163713,1542780774197653504,2022-07-01 16:02:59 WITA,2022-07-01,16:02:59,+0800,80323736,ridwankamil,Ridwan Kamil,,"Jika menemukan ada warga Jabar yang masih tinggal di tempat tidak layak, segera kontak @dinsosjabar atau @QrJabar.   Hatur Nuhun.  https://t.co/ueygSTUQiP",in,"[{'screen_name': 'dinsosjabar', 'name': 'dinas sosial jabar', 'id': '1448034451'}, {'screen_name': 'qrjabar', 'name': 'jabar quick response #untukkemanusiaan', 'id': '1041851669011550208'}]",[],"['https://pbs.twimg.com/media/FWkO8daWAAEsbaX.jpg', 'https://pbs.twimg.com/media/FWkO8dZWAAAh2nY.jpg', 'https://pbs.twimg.com/media/FWkO8e0XoAEZNdb.jpg', 'https://pbs.twimg.com/media/FWkO8hsXgAEMN5L.jpg']",15,35,534,[],[],https://twitter.com/ridwankamil/status/1542780792946163713,False,,1,https://pbs.twimg.com/media/FWkO8daWAAEsbaX.jpg,,,,,,,[],,,,
1542780774197653504,1542780774197653504,2022-07-01 16:02:54 WITA,2022-07-01,16:02:54,+0800,80323736,ridwankamil,Ridwan Kamil,,"Bu Ami dilamar Ridwan Kamil?  Tentu bukan. Itu hadiah dari kami utk Bu Ami berbentuk cincin sesuai keinginannya, selain rumahnya yg dulu bilik reyot beralas tanah skrg sudah kami bangun ulang. Beliau sebatang kara, mengandalkan hidup dgn berdagang minuman sachet.  #JabarJuara  https://t.co/5D0yd6HrKd",in,[],[],[],54,81,1071,['jabarjuara'],[],https://twitter.com/ridwankamil/status/1542780774197653504,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1542780610283978752/pu/img/iimv9WthLZP3yGWR.jpg,,,,,,,[],,,,
1542764859615776768,1542764859615776768,2022-07-01 14:59:40 WITA,2022-07-01,14:59:40,+0800,80323736,ridwankamil,Ridwan Kamil,,"Paginya saya melepas terlebih dahulu kontingen Jabar untuk mengikuti Festival Olahraga Rekreasi Masyarakat di Palembang, dengan pesan agar tim Jabar harus Juara secara sportif dan profesional.  Mari semangat membangun masa depan yg lebih maju.  #JabarJuara #IndonesiaJuara  https://t.co/mhiPQSCiR3",in,[],[],[],12,16,282,"['jabarjuara', 'indonesiajuara']",[],https://twitter.com/ridwankamil/status/1542764859615776768,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1542764742800187392/pu/img/js_1XYLQKp8yrfo2.jpg,,,,,,,[],,,,
1542764434703417344,1542764434703417344,2022-07-01 14:57:59 WITA,2022-07-01,14:57:59,+0800,80323736,ridwankamil,Ridwan Kamil,,"Jutaan bakau atau mangrove akan ditanam di sepanjang pantai utara Jabar. Upaya dimulai di Kab. Subang, sbg upaya alami mempertahankan daratan yang hilang oleh abrasi air laut akibat disrupsi pemanasan global.  #JabarJuara #IndonesiaJuara  https://t.co/sqtj4jey1B",in,[],[],[],17,27,426,"['jabarjuara', 'indonesiajuara']",[],https://twitter.com/ridwankamil/status/1542764434703417344,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1542764274770399232/pu/img/bcrcskhJ56Dolz3t.jpg,,,,,,,[],,,,
